Classification,Category,Business,Address,City,Zip,ACCOUNT START DATE
MIXED DRINK PERMIT,PERMITS,LEO'S GREEK CASTLE,2925 KAVANAUGH BLVD,LITTLE ROCK,72201,9/9/13
VIDEO RENTALS AND SALES,RECREATION,LIGHT PRODUCTIONS INC,11211 KANIS RD # D,LITTLE ROCK,72211,10/4/91
ATTORNEYS,PROFESSIONALS,"COLLINS, COLLINS & RAY PA",1122 W CAPITOL AVE,LITTLE ROCK,72201,11/4/03
LIQUOR PERMIT-RETAIL,PERMITS,WESTSIDE WINE & SPIRITS,9120 N RODNEY PARHAM RD,LITTLE ROCK,72209,9/28/07
BROKERS,FINANCE - BANKING,LAWSON & COMPANY GRAPHICS & PRINTING,317 N RIDGE RD,LITTLE ROCK,72207,5/14/96
VIDEO RENTALS AND SALES,RECREATION,LEAD ADVANTAGE LLC,1519 S BOWMAN RD #A,LITTLE ROCK,72211,3/26/03
RETAIL INVENTORY OPERATIONS,SHOPPING,MATTRESS KING,301 S BOWMAN RD,LITTLE ROCK,72211,8/24/04
NURSING SERVICES - IN-HOME,HEALTH AND BEAUTY SERVICES,SMH CARE & SERVICES INC,8508 KANIS RD,LITTLE ROCK,72204,3/31/21
CONSULTANTS,PROFESSIONALS,MERRELL & COMPANY PA,22 RAHLING CIR #122,LITTLE ROCK,72223,5/20/97
INCOME TAX PREPARATION,FINANCE - BANKING,M. L. JONES TAX SERVICE,12801 WESTGLEN DR,LITTLE ROCK,72211,7/30/03
BEER PERMIT-RETAIL,PERMITS,CIRCLE K #2741798,14000 KANIS RD,LITTLE ROCK,72223,6/16/17
AUTOMOBILE & TRUCK DEALERS,AUTOMOBILE - MACHINERY-TRANSPORTATION,BALE CHEVROLET/GEO,13101 CHENAL PKY,LITTLE ROCK,72212,8/3/90
REAL ESTATE,REAL ESTATE,DIAMOND DEVELOPMENT,PO BOX 30095,LITTLE ROCK,72260,1/11/96
DEPARTMENT STORE - MAJOR CHAIN,SHOPPING,TARGET STORES T1114,12700 CHENAL PKY,LITTLE ROCK,72211,1/1/87
ATTORNEYS,PROFESSIONALS,DAVID E. SIMMONS ATTORNEY AT LAW,11600 KANIS RD STE 300,LITTLE ROCK,72211,8/7/03
CONTRACTORS - GENERAL BUILDING,CONSTRUCTION AND HOME SERVICES,BLUSKY RESTORATION CONTRACTORS LLC,7480 BARLETT CORPORATE CV WEST,BARTLETT,38133,4/19/05
WHOLESALE INVENTORY OPERATIONS,"WHOLESALE, MANUFACTURERS & DISTRIBUTORS",LITTLE ROCK BOLT & SUPPLY CO INC,5614 PATTERSON RD,LITTLE ROCK,72209,1/1/87
MUSIC AND/OR SOUND CONTRACTOR,COMMUNICATIONS,BYLITES INC,712 E 11TH ST,LITTLE ROCK,72202,1/1/87
BEER PERMIT-RETAIL,PERMITS,M & M SUPERSTOP,8000 GEYER SPRINGS RD,LITTLE ROCK,72209,1/2/02
MOBILE HOME PARKS,REAL ESTATE,WHISPERING HILLS MOBILE HOME PARK,11500 CHICOT RD,MABELVALE,72103,6/20/06
BOOKKEEPERS & NONLICENSED ACCOUNTANTS,FINANCE - BANKING,CONSULTORES MQ,8822 CHICOT RD # C,LITTLE ROCK,72209,8/7/06
INTERNET SALES,SHOPPING,EMPATHY THE LABEL,48 BERNEY WAY DR,LITTLE ROCK,72223,4/14/21
INTERNET SALES,SHOPPING,HAPPY PLACE PAPERIE LLC,11 CHALLAIN CV,LITTLE ROCK,72223,3/31/21
"BUSINESS/DATA PROC/OFFICE MACHINES, PHOTOCOPYING EQUIPMENT SALES/SERVICE",SERVICES,ENTERPRISE FINANCIAL SOLUTIONS INC,400 W CAPITOL AVE STE 1728,LITTLE ROCK,72201,10/3/03
CONTRACTORS - GENERAL BUILDING,CONSTRUCTION AND HOME SERVICES,HORIZON RETAIL CONTRUCTION,9999 E EXPLORATION CT,STURTEVANT,53177,8/25/05
LIQUOR PERMIT-RETAIL,PERMITS,BASELINE LIQUOR,8524 BASELINE RD,LITTLE ROCK,72209,7/10/02
BEER PERMIT-RETAIL,PERMITS,AJI RAMEN BAR,301 N SHACKLEFORD RD STE F3,LITTLE ROCK,72211,8/9/18
BEER PERMIT-RETAIL,PERMITS,DOLLAR GENERAL STORE #12344,7710 COLONEL GLENN RD,LITTLE ROCK,72204,9/23/10
THERAPIST,HEALTH AND BEAUTY SERVICES,RPI BEHAVIORAL HEALTH,1 LILE CT STE 200,LITTLE ROCK,72205,4/5/21
REAL ESTATE,REAL ESTATE,DAVID & AZZIE FEATHERSTONE,1858 S CHESTER ST,LITTLE ROCK,72206,11/16/05
REPAIR SHOPS/SERVICE,SERVICES,JIM TURNER CO INC,7515 COLONEL GLENN RD # A,LITTLE ROCK,72204,5/20/99
BEER PERMIT-RETAIL,PERMITS,CORK AND BOTTLE,8507 W MARKHAM ST,LITTLE ROCK,72205,11/14/12
WHOLESALE INVENTORY OPERATIONS,"WHOLESALE, MANUFACTURERS & DISTRIBUTORS",AMERICAN PAPER AND TWINE COMPANY,11611 OTTER CREEK SOUTH RD,MABELVALE,72103,3/5/02
PHARMACY,HEALTH AND BEAUTY SERVICES,WALGREENS #03412,5917 BASELINE RD,LITTLE ROCK,72209,4/19/95
FURNITURE REPAIRING & UPHOLSTERING,SERVICES,PROFESSIONAL TOUCH UP,5105 PRIMROSE LN,LITTLE ROCK,72209,10/4/06
"APPLIANCE DEALERS, SALES",SHOPPING,MID-SOUTH APPLIANCE PARTS COMPANY,7501 ENMAR DR,LITTLE ROCK,72209,1/1/87
ATTORNEYS,PROFESSIONALS,JAMES & CARTER PLC,500 BROADWAY ST #400,LITTLE ROCK,72201,3/26/90
"A/C & HTG DEALERS, SALES & INSTALLATION",CONSTRUCTION AND HOME SERVICES,BRIGGS HEATING & AIR,3135 CENTER ST,LITTLE ROCK,72206,2/21/95
COURIER SERVICES,SERVICES,JOHN M. POPE ENTERPRISES,9600 SOUTHEDGE DR # 74,LITTLE ROCK,72215,10/7/04
ADMINISTRATIVE OFFICE,SERVICES,BAPTIST MEDCARE INC/DBA PRACTICE PLUS,11001 EXECUTIVE CENTER DR #200,LITTLE ROCK,72211,6/21/03
BEER PERMIT-RETAIL,PERMITS,THE KROGER CO #550,1100 E ROOSEVELT RD,LITTLE ROCK,72206,1/1/87
MANUFACTURERS AGENT,"WHOLESALE, MANUFACTURERS & DISTRIBUTORS",DAVIS BENNETT GROUP,PO BOX 26415,LITTLE ROCK,72221,2/12/02
MASSAGES AND BATHS,HEALTH AND BEAUTY SERVICES,AVA BELLA DAY SPA,301 N SHACKLEFORD RD # C3,LITTLE ROCK,72211,7/19/04
RESTAURANTS,FOOD - DRINK,SONIC DRIVE IN,12214 WESTHAVEN DR,LITTLE ROCK,72211,7/26/94
BEER PERMIT-RETAIL,PERMITS,BIG ROCK MINI GOLF & FUN PARK,11411 BASELINE RD,LITTLE ROCK,72209,11/18/15
"A/C & HTG DEALERS, SALES & INSTALLATION",CONSTRUCTION AND HOME SERVICES,JAMES KERSEY,7723 IOWA DR,LITTLE ROCK,72227,9/5/95
"PRINTING, LINOTYPE, OR RULING, MULTILITHING",SERVICES,SOURCE ONE GRAPHICS,711 BOND AVE,LITTLE ROCK,72202,6/3/03
LAUNDRIES & DRY CLEANING ESTABLISHMENTS/SUBSTATION,SERVICES,MOOSE CLEANERS,2000 S UNIVERSITY AVE # M,LITTLE ROCK,72204,7/27/04
PHARMACY,HEALTH AND BEAUTY SERVICES,WALGREENS #07284,14820 CANTRELL RD,LITTLE ROCK,72223-7244,6/3/03
LIQUOR PERMIT-RETAIL,PERMITS,WESTROCK SPIRITS & WINES,5501 RANCH DR #4,LITTLE ROCK,72223,8/12/09
FURNITURE & APPLIANCE DEALERS (NEW),SHOPPING,MASSIMO,2220 CANTRELL RD,LITTLE ROCK,72202,4/24/96
MANICURIST,HEALTH AND BEAUTY SERVICES,O.P. NAILS,301 N SHACKLEFORD RD #A7,LITTLE ROCK,72211,2/12/07
BEER PERMIT-RETAIL,PERMITS,JAZMINE FOOD AND FUEL INC,11701 INTERSTATE 30 STE 1,LITTLE ROCK,72209,8/29/13
"AUTOMOBILE, PARTS DEALERS, NEW (RETAIL AND WHOLESALE)",AUTOMOBILE - MACHINERY-TRANSPORTATION,O'REILLY AUTO PARTS #861,7525 BASELINE RD,LITTLE ROCK,72209,1/9/02
"A/C & HTG DEALERS, SALES & INSTALLATION",CONSTRUCTION AND HOME SERVICES,W.W. GAY MECHANICAL CONTRACTORS INC,8900 INTERSTATE 30,LITTLE ROCK,72209,11/5/04
PHARMACY,HEALTH AND BEAUTY SERVICES,CUSTOM COMPOUND CENTER LLC,11700 KANIS RD STE 1,LITTLE ROCK,72211,9/19/97
PHOTOGRAPHERS AND/OR PORTRAIT PAINTERS:,SERVICES,HOPSON PHOTOGRAPHY,3155 PEBBLE BEACH RD,CONWAY,72034,11/12/03
ADMINISTRATIVE OFFICE,SERVICES,MURPHY GROUP,5615 KAVANAUGH BLVD,LITTLE ROCK,72207,7/17/03
COURT REPORTERS,PROFESSIONALS,BUSHMAN COURT REPORTING,620 W 3RD ST #302,LITTLE ROCK,72202,1/30/91
BARBER/BEAUTY OPERATORS,HEALTH AND BEAUTY SERVICES,MS. HELEN & CO SALON 2000 INC,9200 GEYER SPRINGS RD # 2,LITTLE ROCK,72209,8/25/97
NEWSPAPER PUBLISHERS,COMMUNICATIONS,DAILY RECORD,2020 W 3RD ST STE 320,LITTLE ROCK,72205,6/16/04
MARKETING,ADVERTISING AND MARKETING,INDOFF INC,2512 MILLBROOK RD,LITTLE ROCK,72227,12/2/03
"ACCOUNTANTS & AUDITORS, LICENSED",FINANCE - BANKING,"MANN, HASSON & CO PA",18 CORPORATE HILL DR #207,LITTLE ROCK,72205,1/1/87
EMPLOYMENT AGENCY,SERVICES,SKILLS UNLIMITED INC,11614 HURON LN STE C,LITTLE ROCK,72211,11/15/99
RESTAURANTS,FOOD - DRINK,STARBUCKS CORPORATION #10657,12901 CANTRELL RD,LITTLE ROCK,72227,6/14/06
REAL ESTATE,REAL ESTATE,ROSBY'S PROPERTIES LLC,1 LOBLOLLY DR,LITTLE ROCK,72204,12/16/04
REPAIR SHOPS/SERVICE,SERVICES,GENE RUSH GARAGE,5305 W 33RD ST,LITTLE ROCK,72204,10/26/90
RETAIL INVENTORY OPERATIONS,SHOPPING,SPECTRUM PAINT COMPANY,13315 CHENAL PKY,LITTLE ROCK,72211,5/3/06
REAL ESTATE,REAL ESTATE,ELDERS MANAGEMENT,810 MARCIA CV,LITTLE ROCK,72206,6/4/03
DENTISTS,HEALTH AND BEAUTY SERVICES,JOHN A. SHUFFIELD DDS PLLC,1512 MACON DR #2,LITTLE ROCK,72211,7/8/99
MEDICAL SERVICES (WITHOUT STAFF PHYSICIANS),HEALTH AND BEAUTY SERVICES,ADVANCED AESTHETICS OF ARKANSAS,9500 KANIS RD STE 501,LITTLE ROCK,72205,6/6/06
CONVENIENCE MARTS,SHOPPING,FAST MART INC,4920 BASELINE RD,LITTLE ROCK,72209,11/9/00
RETAIL INVENTORY OPERATIONS,SHOPPING,MCFARLAND OPTICAL INC,17200 CHENAL PKY # 440,LITTLE ROCK,72223,11/11/03
WAREHOUSE KEEPERS/MINI STORAGE,SERVICES,FREEWAY U-STORIT,18 FREEWAY DR,LITTLE ROCK,72204,12/13/95
TREE SERVICE OR PRUNING,CONSTRUCTION AND HOME SERVICES,CAPITAL CITY TREE SERVICE,650 S SHACKLEFORD STE 400-FF,LITTLE ROCK,72211,4/7/03
BUILDING & PLUMBING MATERIALS/BRICK & TILE SALES,CONSTRUCTION AND HOME SERVICES,CENTRAL PIPE SUPPLY INC,6310 LINDSEY RD,LITTLE ROCK,72206,1/1/87
ATTORNEYS,PROFESSIONALS,LAW OFFICES OF GARY GREEN,1001 W LA HARPE BLVD,LITTLE ROCK,72201,12/1/93
INTERIOR DESIGNERS,PROFESSIONALS,DEBI DAVIS INTERIOR DESIGN,13 LOMBARDY LN,LITTLE ROCK,72207,10/3/03
JANITORIAL SERVICES,SERVICES,DEAN'S CLEANING SERVICE,1404 HENDRIX AVE,LITTLE ROCK,72204,4/8/21
MIXED DRINK PERMIT,PERMITS,ELIELLA TAQUERIA,7700 BASELINE RD STE 800,LITTLE ROCK,72209,7/29/13
RESTAURANTS,FOOD - DRINK,PIZZA HUT #1394,11410 W MARKHAM ST,LITTLE ROCK,72212,11/19/90
REAL ESTATE,REAL ESTATE,CYPRESS PROPERTIES INC,2200 N RODNEY PARHAM RD #221,LITTLE ROCK,72212,6/22/94
DENTISTS,HEALTH AND BEAUTY SERVICES,DALTON JAMES DAILEY III DDS PA,17200 CHENAL PKY #250,LITTLE ROCK,72223,1/4/00
BEER PERMIT-RETAIL,PERMITS,SUNSHINE MART,3525 JOHN BARROW RD,LITTLE ROCK,72204,10/4/11
AUTOMOBILE DETAILING,AUTOMOBILE - MACHINERY-TRANSPORTATION,MCBRIDE AUTO DETAIL,1110 S WOODROW ST,LITTLE ROCK,72204,4/16/21
RETAIL INVENTORY OPERATIONS,SHOPPING,TRIVIA MARKETING,1100 W MARKHAM ST,LITTLE ROCK,72201,4/8/98
ADMINISTRATIVE OFFICE,SERVICES,ATTORNEY SERVICES INC,323 CENTER ST STE 1425,LITTLE ROCK,72201,11/8/96
CONSULTANTS,PROFESSIONALS,AMERICAN HEALTH CARE SOLUTIONS INC,16215 PATRIOT DR # 8,LITTLE ROCK,72212,9/22/03
"LABORATORIES - X-RAY, TESTING, ETC",HEALTH AND BEAUTY SERVICES,LABORATORY CORP OF AMERICA HOLDINGS,10310 W MARKHAM ST,LITTLE ROCK,72205,5/8/90
BARBER/BEAUTY OPERATORS,HEALTH AND BEAUTY SERVICES,SKILLZ BARBER SHOP,6801 W 12TH ST,LITTLE ROCK,72201,8/25/03
BEER PERMIT-RETAIL,PERMITS,PIC PAC LIQUOR,4407 W 12TH ST,LITTLE ROCK,72204,2/23/16
LANDSCAPING,CONSTRUCTION AND HOME SERVICES,NEW LOOK LAWN & LANDSCAPING,14251 E POLK RD,ALEXANDER,72202,6/29/89
ATTORNEYS,PROFESSIONALS,JOHN C. EDWARDS ATTORNEY AT LAW,920 GARLAND ST,LITTLE ROCK,72201,5/16/06
MIXED DRINK PERMIT,PERMITS,US PIZZA CO CHENAL,12 RAHLING CIR,LITTLE ROCK,72223,11/7/19
REAL ESTATE,REAL ESTATE,MADIGO LLC,6313 GEYER SPRINGS RD,LITTLE ROCK,72209,4/15/21
ELECTRIC CONTRACTOR,CONSTRUCTION AND HOME SERVICES,ATLANTIC KEY ENERGY LLC,7006 STAPOINT CT STE B,WINTER PARK,32792,4/7/21
"CONTRACTORS, ROOFING OR PAINTING",CONSTRUCTION AND HOME SERVICES,MID-WESTERN COMMERCIAL ROOFERS INC,2235 IRVIN COBB DR,PADUCAH,42003,1/18/02
"CONTRACTORS, ROOFING OR PAINTING",CONSTRUCTION AND HOME SERVICES,DAN M. LAUDERDALE ROOFING CO,3600 W 29TH ST,LITTLE ROCK,72204,6/2/89
MIXED DRINK PERMIT,PERMITS,DOUBLETREE HOTEL,424 W MARKHAM ST,LITTLE ROCK,72201,1/2/15
"A/C & HTG DEALERS, SALES & INSTALLATION",CONSTRUCTION AND HOME SERVICES,B.M. MECHANICAL CORP INC,22723 DIXIE RD,LITTLE ROCK,72223,8/27/03
CONSULTANTS,PROFESSIONALS,PRETTY ELEGANT CREATIONS,1310 BOOKER ST,LITTLE ROCK,72204,4/12/21
MIXED DRINK PERMIT,PERMITS,CANON GRILL,2811 KAVANAUGH BLVD,LITTLE ROCK,72205,8/7/97
RESTAURANTS,FOOD - DRINK,COTHAM'S IN THE CITY,310 S VICTORY ST,LITTLE ROCK,72201,9/1/99
REAL ESTATE,REAL ESTATE,CRYE-LEIKE COMMERCIAL INC,11600 KANIS RD STE 400B,LITTLE ROCK,72211,10/5/06
ATTORNEYS,PROFESSIONALS,DOUGLAS W. COY PA,100 MORGAN KEEGAN DR STE 420,LITTLE ROCK,72202,8/25/03
RESTAURANTS,FOOD - DRINK,WHOLE HOG ENTERPRISES,2516 CANTRELL RD,LITTLE ROCK,72202,8/14/00
CRAFTS,SHOPPING,HIS LEGACY 718,2000 RESERVOIR RD APT 5,LITTLE ROCK,72227,4/5/21
DENTISTS,HEALTH AND BEAUTY SERVICES,ANTHONY L. TORTORICH DDS PA-ORAL & MAXILLOFACIAL,4220 N RODNEY PARHAM RD #103,LITTLE ROCK,72212,1/1/87
CONCRETE - READY-MIX,CONSTRUCTION AND HOME SERVICES,HARRIS CONSTRUCTION MANAGEMENT,8619 EANES RD,NORTH LITTLE ROCK,72417,4/16/03
"A/C & HTG DEALERS, SALES & INSTALLATION",CONSTRUCTION AND HOME SERVICES,LAKESIDE HEAT & AIR,216 LINWOOD CT,LITTLE ROCK,72205,9/23/99
BEER PERMIT-RETAIL,PERMITS,WALGREEN #11345,7601 CANTRELL RD,LITTLE ROCK,72227-3319,5/16/08
ATTORNEYS,PROFESSIONALS,GARY DAVIS ATTORNEY AT LAW,415 N MCKINLEY ST STE 415,LITTLE ROCK,72205,8/2/02
ADVERTISING - DISPLAY ADVERTISING,ADVERTISING AND MARKETING,OSOULREAL,1923 S SUMMIT ST,LITTLE ROCK,72202,1/28/05
MACHINERY DEALER - NEW,AUTOMOBILE - MACHINERY-TRANSPORTATION,SCOTT CONSTRUCTION EQUIPMENT CO,10923 INTERSTATE 30,LITTLE ROCK,72209,9/28/92
CONVENIENCE MARTS,SHOPPING,BIG RED #125,12001 COLONEL GLENN RD,LITTLE ROCK,72210,10/17/05
"ACCOUNTANTS & AUDITORS, LICENSED",FINANCE - BANKING,KIRK O. FURR CPA PA,900 S SHACKLEFORD RD STE 300,LITTLE ROCK,72211,1/19/05
BEER PERMIT-RETAIL,PERMITS,PARK PLAZA SHELL,6317 W MARKHAM ST,LITTLE ROCK,72205,5/23/11
BROKERS,FINANCE - BANKING,EDWARD D. JONES & CO LP,11601 PLEASANT RIDGE RD #303,LITTLE ROCK,72212,6/7/03
REAL ESTATE,REAL ESTATE,THIS 1'S MINE ENTERPRISES LLC,4614 ASHER AVE,LITTLE ROCK,72204,8/17/03
MIXED DRINK PERMIT,PERMITS,CANTINA LAREDO #196,207 N UNIVERSITY AVE # 130,LITTLE ROCK,72205,8/29/08
ATTORNEYS,PROFESSIONALS,GIBSON LAW FIRM PLLC,111 CENTER ST STE 1200,LITTLE ROCK,72201,6/19/03
CONSULTANTS,PROFESSIONALS,MANAGEMENT SOLUTIONS INC,415 MAIN ST,LITTLE ROCK,72201,9/10/03
"JUNK, WASTE MATERIAL",SERVICES,SHRED SMART,901 LOYOLA DR,LITTLE ROCK,72211,9/16/05
RESTAURANTS,FOOD - DRINK,TIENDA KARITAS,6320 BASELINE RD #E,LITTLE ROCK,72209,3/8/06
ARCHITECTS,PROFESSIONALS,WOODS GROUP ARCHITECTS INC,2200 MAIN ST,LITTLE ROCK,72206,8/25/92
AUTOMOBILES & TRUCKS RENTAL,AUTOMOBILE - MACHINERY-TRANSPORTATION,MHC TRUCK LEASING INC,7015 SCOTT HAMILTON DR,LITTLE ROCK,72209,11/9/98
REAL ESTATE,REAL ESTATE,ASSOCIATED MANAGEMENT LTD,3501 BAY OAKS DR,NORTH LITTLE ROCK,72115,2/23/93
MACHINERY DEALER - NEW,AUTOMOBILE - MACHINERY-TRANSPORTATION,LITTLE ROCK EQUIPMENT SALES INC,13001 INTERSTATE 30,LITTLE ROCK,72209,1/1/87
RENTALS,SHOPPING,HUGG & HALL MOBILE STORAGE,7201 SCOTT HAMILTON DR,LITTLE ROCK,72209,2/27/97
LANDSCAPING,CONSTRUCTION AND HOME SERVICES,CORNERSTONE LAWN SERVICES,1514 W 21ST ST,LITTLE ROCK,72202,3/31/21
RETAIL INVENTORY OPERATIONS,SHOPPING,MOBILE ETC,5207 SCOTT HAMILTON DR,LITTLE ROCK,72209,6/18/04
NURSING SERVICES - IN-HOME,HEALTH AND BEAUTY SERVICES,MAXIM HEALTHCARE SERVICES INC,1255 LYNNFIELD RD STE 295,MEMPHIS,38119,6/18/02
"PROFESSIONALS, NOT OTHERWISE CLASSIFIED",PROFESSIONALS,REBECCA WARD LCSW,415 N MCKINLEY ST STE 630,LITTLE ROCK,72205,10/10/06
ATTORNEYS,PROFESSIONALS,CHARLES R. SINGLETON PA,3801 WOODLAND HEIGHTS RD #125J,LITTLE ROCK,72212,4/10/02
BEER PERMIT-RETAIL,PERMITS,HEIGHTS FINE WINES & SPIRITS,5012 KAVANAUGH BLVD,LITTLE ROCK,72207,12/7/93
PARKING LOTS & DECKS,OTHER,BEST PARK LLC,209 W 6TH ST,LITTLE ROCK,72201,12/30/04
LIQUOR STORE,FOOD - DRINK,OSAGE LIQUOR STORE,3821 ASHER AVE,LITTLE ROCK,72204,6/26/00
MEATS - RETAIL,FOOD - DRINK,THE HONEY BAKED HAM COMPANY,9112 N RODNEY PARHAM RD,LITTLE ROCK,72207,5/15/89
BARBER/BEAUTY OPERATORS,HEALTH AND BEAUTY SERVICES,BOB'S BARBER SHOP,6221 COLONEL GLENN RD,LITTLE ROCK,72204,11/12/04
RETAIL INVENTORY OPERATIONS,SHOPPING,BED BATH & BEYOND #228,12309 CHENAL PKY # A,LITTLE ROCK,72211,7/15/99
RETAIL INVENTORY OPERATIONS,SHOPPING,JOURNEYS 1290,6000 W MARKHAM ST # 3020,LITTLE ROCK,72205,7/19/04
CONTRACTORS - GENERAL BUILDING,CONSTRUCTION AND HOME SERVICES,THE LA'RON COMPANY,515 FISER RD,SWEET HOME,72164,5/10/90
BEER PERMIT-RETAIL,PERMITS,DOLLAR GENERAL STORE #11727,9125 STAGECOACH RD,LITTLE ROCK,72209,10/21/09
MIXED DRINK PERMIT,PERMITS,RIVIERA MAYA III,11701 INTERSTATE 30,LITTLE ROCK,72209,11/23/15
LANDSCAPING,CONSTRUCTION AND HOME SERVICES,MODERN LAWNS,5215 H ST,LITTLE ROCK,72205,9/23/05
ATTORNEYS,PROFESSIONALS,ROBERT S. COLEMAN JR. PA,1501 N UNIVERSITY STE 970,LITTLE ROCK,72207,7/26/02
MOBILE HOME PARKS,REAL ESTATE,ROLLING HILLS PROPERTIES,4300 BOWMAN RD,LITTLE ROCK,72210,3/18/05
CONSULTANTS,PROFESSIONALS,TRENT CAPITAL MGMT INC,8315 CANTRELL RD STE 240,LITTLE ROCK,72227,11/19/96
DATA PROCESSING SERVICE,SERVICES,SMILEY TECHNOLOGIES INC,11500 FAIRVIEW RD,LITTLE ROCK,72212,4/2/03
MIXED DRINK PERMIT,PERMITS,CASA MANANA ROCK INC,6820 CANTRELL RD,LITTLE ROCK,72207,10/29/96
AUTOMOBILES & TRUCKS RENTAL,AUTOMOBILE - MACHINERY-TRANSPORTATION,ENTERPRISE,11301 W MARKHAM ST,LITTLE ROCK,72211,2/7/97
RESTAURANTS,FOOD - DRINK,POPEYES CHICKEN & SEAFOOD,3208 S UNIVERSITY AVE,LITTLE ROCK,72204,10/6/04
BEER PERMIT-RETAIL,PERMITS,H AND O FOOD MART LLC,6402 BUTLER RD,LITTLE ROCK,72209,10/3/18
FLEA MARKET,SHOPPING,FABULOUS FINDS ANTIQUE & DECORATIVE,2905 CANTRELL RD,LITTLE ROCK,72202,7/28/94
REPAIR SHOPS/SERVICE,SERVICES,ALCACIO GRAPHICS,102 BROADMOOR DR,LITTLE ROCK,72204,12/18/06
APPRAISERS,CONSTRUCTION AND HOME SERVICES,MARIS APRAISAL SVC/BM APPRAISALS,14410 CANTRELL RD,LITTLE ROCK,72223,7/21/03
CONSULTANTS,PROFESSIONALS,EXCELLENTAE' FIT INC,47 LEGENDS DR,LITTLE ROCK,72210,10/17/05
BEER PERMIT-RETAIL,PERMITS,FAMILY DOLLAR STORE #21314,4514 W 12TH ST,LITTLE ROCK,72204,7/30/20
PSYCHOLOGISTS,HEALTH AND BEAUTY SERVICES,THOMAS C. STINNETT MD PA,5 SAINT VINCENT CIR #302,LITTLE ROCK,72205,10/16/03
EMPLOYMENT AGENCY,SERVICES,LITTLE ROCK STAGE GROUP INC,11701 I-30 STE 320,LITTLE ROCK,72209,8/25/03
ATTORNEYS,PROFESSIONALS,MICHAEL ANGEL PA,11621 RAINWOOD RD,LITTLE ROCK,72211,7/9/03
RETAIL INVENTORY OPERATIONS,SHOPPING,MINERAL DEVELOPMENT LLC,1101 FAIRPOINT ST,LITTLE ROCK,72202,11/14/05
MIXED DRINK PERMIT,PERMITS,HEIGHTS TACO AND TAMALE CO,5805 KAVANAUGH,LITTLE ROCK,72207,4/7/15
DENTISTS,HEALTH AND BEAUTY SERVICES,GUARIONEX DE CASTRO DMD PA,5717 W 12TH ST,LITTLE ROCK,72204,7/25/05
ELECTRIC CONTRACTOR,CONSTRUCTION AND HOME SERVICES,GUY'S ELECTRICAL SERVICE,7 LEMONCREST PL,LITTLE ROCK,72210,9/28/06
ATTORNEYS,PROFESSIONALS,RYBURN LAW FIRM,650 S SHACKLEFORD STE 231,LITTLE ROCK,72211,8/1/02
BARBER/BEAUTY OPERATORS,HEALTH AND BEAUTY SERVICES,THE BLACK UNICORN,301 N SHACKLEFORD RD STE 105,LITTLE ROCK,72211,4/1/21
LANDSCAPING,CONSTRUCTION AND HOME SERVICES,LS & SON LAWN SERVICE & LAWN MAINTENANCE,9 DEER HAVEN CV,LITTLE ROCK,72209,2/7/07
ADMINISTRATIVE OFFICE,SERVICES,HAMRA MANAGEMENT INC,1429 MERRILL DR STE 5,LITTLE ROCK,72211,10/14/96
REAL ESTATE,REAL ESTATE,MILES-NEWSOME & ASSOCIATES REALTY INC,10515 W MARKHAM ST #H-6 PMB 34,LITTLE ROCK,72205,5/22/03
MEDICAL SERVICES (WITHOUT STAFF PHYSICIANS),HEALTH AND BEAUTY SERVICES,ASSOCIATES PHYSICAL THERAPY AND PAIN MANAGEMENT,1601 ALDERSGATE RD,LITTLE ROCK,72205,10/27/03
REAL ESTATE,REAL ESTATE,WFM ENTERPRISES LLC,510 W 17TH ST STE 5,LITTLE ROCK,72206,9/18/03
CONSULTANTS,PROFESSIONALS,ALLISON K. DAVIS DESIGN & CONSULTANT,13 WINGATE DR,LITTLE ROCK,72205,8/7/03
MOBILE CANTEEN,FOOD - DRINK,TAQUERIA SAMANTHA II,5304 WESTMINISTER DR,LITTLE ROCK,72209,9/13/05
FUNERAL DIRECTORS AND/OR UNDERTAKERS,SERVICES,"GRIFFIN, LEGGETT, HEALEY & ROTH INC",5800 W 12TH ST,LITTLE ROCK,72204,1/1/87
AUTOMOBILE FOR HIRE (PROFIT),AUTOMOBILE - MACHINERY-TRANSPORTATION,G.M.T.A,719 S REDMOND RD APT 16,JACKSONVILLE,72076,3/29/21
ADMINISTRATIVE OFFICE,SERVICES,ZERO TO TEN PUBLISHING CO,714 N SHACKLEFORD RD,LITTLE ROCK,72211,11/22/04
MEDICAL DOCTOR,HEALTH AND BEAUTY SERVICES,SURGICAL ASSOCIATES OF ARKANSAS PA,9712 W MARKHAM ST,LITTLE ROCK,72205,9/2/03
CONTRACTORS - GENERAL BUILDING,CONSTRUCTION AND HOME SERVICES,CDI CONTRACTORS LLC,3000 CANTRELL RD,LITTLE ROCK,72202,1/1/87
MIXED DRINK PERMIT,PERMITS,AC HOTEL LITTLE ROCK,201 W CAPITOL AVE,LITTLE ROCK,72201,2/3/20
MEDICAL DOCTOR,HEALTH AND BEAUTY SERVICES,HEALTH FOR LIFE CLINIC PLLC,1100 N UNIVERSITY AVE STE 260,LITTLE ROCK,72207,3/12/01
JANITORIAL SERVICES,SERVICES,MAINTENANCE OF ARKANSAS INC,10809 EXECUTIVE CENTER DR #111,LITTLE ROCK,72211,7/10/02
